font,pcol,prow,lcol,lrow,seq,cross
彼,1,1,2,1,0,0
茁,1,2,2,2,0,0
者,1,3,2,3,0,0
葭,1,4,2,4,1,0
,,,,,,
壹,1,6,2,6,0,0
发,1,7,2,7,0,0
五,1,8,2,8,0,0
豝,1,9,2,9,1,0
,,,,,,
于,1,11,2,11,0,0
嗟,1,12,2,12,0,0
乎,1,13,2,13,0,0
驺,1,14,2,14,0,0
虞,1,15,2,15,0,0
,,,,,,
彼,2,1,0,0,0,0
茁,2,2,0,0,0,0
者,2,3,0,0,0,0
蓬,2,4,0,0,0,0
,,,,,,
壹,2,6,0,0,0,0
发,2,7,0,0,0,0
五,2,8,0,0,0,0
豵,2,9,0,0,0,0
,,,,,,
于,2,11,0,0,0,0
嗟,2,12,0,0,0,0
乎,2,13,0,0,0,0
驺,2,14,0,0,0,0
虞,2,15,0,0,0,0
